943.32	688.88
254.05	993.37
44.53	229.14
483.25	449.23
608.3	556.04
300.12	228.18
295.44	203.22
479.51	764.74
123.87	215.71
851.36	951.31
206.57	150.05
267.45	202.82
270.69	605.08
283.99	362.75
341.56	97.39
666.54	610.28
758.65	672.34
272.29	336.04
604.08	106.75
331.81	730.42
605.92	374.81
534.21	27.64
917.17	472.93
251.08	966.71
710.93	620.84
997.12	952.22
887.69	219.11
423.66	559.72
282.83	832.73
569.63	8.54
23.69	227.73
344.18	248.86
734.44	47.12
625.2	114.67
162.04	877.25
207.21	200.6
121.67	698.99
815	795.37
840.63	545.53
681.7	544.03
709.1	144.69
876.06	897.53
934.63	722.54
326.29	10.64
326.88	321.8
520.12	540.46
433.13	683.71
140.12	838.92
891.58	268.94
315.37	93.89
959.11	527.35
961.09	649.99
689.61	821.78
550.33	727.9
221.65	816.1
126	976.44
56.11	960.53
704.42	866.57
259.71	442.95
321.68	52.98
208.31	210.59
237.7	324.52
305.41	819.33
611.16	173.8
20.6	451.95
792.14	71.94
542.11	524.78
971.56	769.01
783.36	278.21
505.09	680.19
490.03	67.86
33.4	15.29
116.26	138.03
583.26	369.63
866.21	931.56
20.13	560.69
448.78	926.92
187.73	324.64
108.72	299.02
874.84	898.14
808.44	427.62
204.11	29.25
670.23	464.27
83.07	320.48
137.37	848.95
959.63	191.79
486.9	566.55
292.31	169.21
689.23	879.9
108.93	708.92
287.24	899.14
820.54	457
551.09	604.79
882.58	892.07
864.36	997.22
118.09	814.05
838.78	592.71
671.24	806.6
676.84	431.69
216.25	638.2
459.28	265.87
581.24	427.74
571.04	311.8
765.31	935.65
64.97	761.96
383.74	936.45
487.7	92.12
16.45	935.35
131.06	102.86
235.43	791.73
986.01	584.09
200.47	731.14
404.91	365.53
602.45	220.82
860.34	715.55
240.38	294.73
224.83	809.58
747.34	177.83
564.37	938.77
725.57	461.56
578.74	565.29
934.74	309.46
936.08	577.82
682.28	810.97
926.78	191.89
841.88	988.73
798.78	322.32
751.2	764.31
904.06	342.41
277.4	614.77
74.55	951.67
319.95	77.93
266.88	863.25
206.88	131.05
109.2	83.89
774.99	154.15
587.42	998.27
515.76	112.6
148.34	707.96
904.04	583.76
722.12	345.15
450.12	449.81
10.7	624.66
695.44	211.24
610.12	976.66
69.57	149.13
162.67	700.95
929.44	153.02
787.76	638.45
478.8	668.79
980.9	240.65
568.62	122.73
59.57	394.44
920.86	192.49
609.96	551.29
121.52	460.95
22.61	696.32
240.94	915.15
469.66	545.74
966.82	84.26
867.34	881.7
73.66	153.26
989.17	378.82
748.81	585.64
215.45	615.48
741.03	97.89
307.49	380.59
562.68	684.32
632.2	271.75
455.67	441.14
576.66	715.18
469.8	223.97
788.59	449.59
768.06	556.86
318.01	794.87
942.81	532.26
638.94	6.86
865.46	136.66
268.27	136.31
27.57	997.84
669.46	856.44
4.5	78.23
674.53	489.45
861.95	340.58
423.08	81.53
1.4	998.83
992.89	180.6
736.02	731.98
242.48	301.29
704.68	888.82
261.26	622.35
916.32	848.05
581.82	264.15
14.19	686.86
321.87	701.24
347.18	478.32
627.6	209.02
915.34	354.21
20.39	874.84
299.98	844.6
37.51	30.24
67.71	687.3
771.09	495.06
595.18	127.56
955.62	639.45
876.71	182.98
665.06	489.67
620.28	90.87
795.4	234.94
635.68	242.71
993.02	950.97
618.59	128.71
920.49	55.01
221.43	783.17
790.86	637.45
710.1	201.41
656.61	514.61
81.19	995.69
556.99	761.63
849.3	780.3
855.47	310.19
46.52	911.43
375.33	618.46
391.74	119.18
143.93	664.4
784.58	339.93
154.3	200.87
754.24	388.13
813.51	373.42
730.11	518.36
736.23	809.02
880.94	930.27
395.74	465.78
247.99	312.2
921.36	140.43
71.1	231.31
47.97	514.21
551.83	965.69
169.38	889.89
759.01	735.2
961.85	105.7
219.99	29.27
128.91	355.32
776.1	770.13
36.56	117.07
252.61	190.88
533.05	758.85
699.4	898.62
814.58	277.02
990.22	963.89
982.27	997.42
693.38	476.94
299.81	34.68
481.16	543.76
272.8	792.62
916.8	504.87
336.78	835.99
324.65	287.52
402.27	385.36
606.87	32.9
639.66	507.62
862.26	92.99
368.69	701.37
74.45	577.02
296.1	46.9
550.13	2.02
0.77	864.56
981.65	569.78
578.18	941.09
722.51	398.04
33.38	992.64
946.73	526.27
197.21	727.33
30.84	52.62
778.27	408.3
111.26	439.89
324.63	824.69
225.43	242.57
450.37	771.83
265.82	673.31
669.81	2.54
646.2	859.49
885.51	788.42
519.33	587.68
297.22	31.84
237.32	775.41
900.33	820.63
601.84	793.06
896.08	221.55
631.05	230.94
276.44	960.22
464.84	945.58
432.69	430.24
542.05	120.83
122.87	827.11
319.26	963.26
210.8	922.12
329.71	241.35
652.34	722.43
589.13	700.03
917	400.8
102.62	300.16
280.24	376.89
102.27	830.54
673.51	346.81
725.86	104.95
204.98	438.15
108.51	358.59
185.72	882.68
775.67	25.15
619.77	225.9
903.23	82.48
496.05	378.45
614.33	249.11
346.82	571.77
677.48	989.24
160.27	560.09
15.68	890.22
341.64	106.13
590.98	872.03
731.17	551.37
795.64	186.11
336.94	886.77
968.37	815.54
598.37	211.72
761.66	77.66
824.95	689.85
934.42	19.4
150.48	968.44
64.51	233.82
304.61	974.98
329.65	280.94
505.39	299.97
849.99	967.35
257.67	339.92
681.98	989.92
229.66	941.86
489.32	415.48
325.56	507.82
617.13	132.85
619.07	450.32
196.57	268.68
780.94	743.5
383.87	202.01
227.81	55.6
937.44	5.64
694.31	647.55
339.03	389.4
294.02	824.77
279.95	526.26
237.15	19.26
357.19	603.64
851.37	331.88
504	916.17
406.98	481.09
882.16	900.25
721.2	766.66
130.49	738.22
61.16	580.83
27.46	564.37
24.57	413.79
293.06	26.71
326.15	346.66
221.75	242.42
36.77	867.86
981.32	488.4
475.25	746.23
599.21	675.02
835.22	307.56
31.52	268.54
58.46	47.16
868.55	516.17
740.11	801.41
327.18	242.44
782.83	195.13
869.6	56.75
624.7	568.41
259.5	512.5
624.88	923.91
288.84	533.49
108.73	647.82
188.4	387.13
557.98	714
369.36	428.33
287.2	98.04
748.11	812.96
594.25	817.99
624.98	962.2
698.24	782.49
66.49	293.81
902.97	418.4
339.63	741.59
484.22	606.59
938.73	841.26
417.09	589.61
658.29	833.23
676.22	822.71
178.42	490.25
333.03	238.79
808.33	159.16
689.2	494.63
271.56	617.13
335.58	132.1
196.69	515.62
40.04	991.96
1.93	453.44
801.82	943.11
269.99	764.02
720.22	723.6
304.01	662.57
291.36	740.61
296.26	502.65
604.83	528.36
720.7	608.64
508.73	237.19
423.76	272.11
115.15	708.11
733.78	181.58
364.14	440.64
46.44	526.41
370.45	729.22
358.96	711.29
953.78	884.26
714.99	372.68
832.66	227.13
679.64	883.25
194.97	37.96
876.91	352.06
518.29	281.09
972.09	850.16
740.09	542.87
819.16	623.47
333.18	814
941.25	824.01
625.63	783.89
869.81	885.11
512.27	455.11
271.39	601.84
98.63	964.85
506.43	32.95
927.13	241.77
852.76	687.77
365.69	941.19
520.27	59.31
849.61	997.15
943.96	165.78
328.8	22.04
31.77	643.07
584.16	291.89
967.38	872.69
912.66	730.47
411.42	903.76
567	125.2
483.14	536.54
833.56	158.58
709.49	148.35
752.33	266.28
734.4	157.04
172.29	426.76
519.84	121.38
382.68	44.46
951.52	424.34
32.14	194.78
878.9	578.86
180.68	948.93
300.18	657.35
583.09	691.14
980.61	723.61
615.43	522.03
664.47	853.74
208.74	465
345.29	281.75
680.82	125.18
841.04	163.94
448.44	478.08
189.66	458.49
151.33	642.2
900.69	520.94
61.35	828.97
406.07	947.82
325.49	180.13
67.34	411.25
195.19	773.33
445.45	725.27
553.26	98.65
796.41	732.34
705.88	507.57
513.71	815.38
681.85	309.05
874.95	72.38
631.98	569.93
933.32	831.31
659.61	230.34
548.81	676.49
500.47	805.52
625.85	547.32
271.31	252.86
871.88	228.12
530.93	801.23
2.99	418.82
297.07	944.09
248.91	926.19
963.52	279.12
129.67	887.22
81.68	942.52
513.55	846.52
657.27	8.19
802.64	777.63
903.86	134.55
495.82	854.85
314.48	857.87
875.89	568.02
647.53	926.71
144.12	35.62
103.52	611.63
950.01	172.1
318.77	919.65
375.27	627.46
952.3	141.08
554.15	693.86
351.13	707.4
546.95	994.47
357.14	554.84
430.77	319.1
12.43	956.25
309.01	180.53
970.79	210.89
84.12	600.44
685	837.23
17.99	904.66
459.6	801.88
199.61	800.91
626.31	997.45
32.31	517.96
461.08	756.37
666.31	47.86
213.89	524.53
272.77	927.7
8.1	959.71
377.4	830.48
673.3	180.44
895.1	687.85
99	35.66
81.46	631.9
480.91	194.54
117.83	314.9
662.69	449.68
893.23	75.83
903.54	975.92
952.7	832.23
467.87	388.69
116.3	837.92
58.66	506.56
993.59	925.18
979.95	514.04
584.7	924.43
607.78	661.37
745.35	834.23
74.69	778.84
993.93	901.28
438.59	204.72
341.96	310.47
93.34	459.2
906.69	486.52
259.11	906.09
411.83	49.52
120.14	771.14
696.3	89.41
521.97	73.88
970.24	680.63
203.82	540.84
346.67	512.31
466.65	769.97
141.82	945.51
782.28	247.1
854.95	655.33
137.35	540.19
28.96	193.15
797.18	691.84
840.02	401.27
288.81	700.8
139.77	644.18
556.57	492.94
982.91	844.61
14.65	546.7
105.17	58.33
840.65	874.53
937.95	937.27
613.8	963.79
527.05	65.65
890.78	694.29
530.19	386.22
672.41	585.75
541.28	393.48
267.21	97.14
814.97	436.17
363.47	831.55
391.4	571.53
731.1	388.11
271.71	449.36
393.04	932.77
571.74	808.23
531.19	298.05
555.53	655.73
256.31	533.65
165.96	360.03
261.75	780.73
782.55	158.01
569.15	298.29
538.63	931.18
216.84	721.6
53.13	897.43
125.81	594.81
63.77	749.06
571.69	609.14
432.74	126.85
76.4	341.65
45.51	642.72
534.38	697.43
803.66	448.82
995.77	487.78
850.59	62.76
301.97	483.86
758.69	330.27
566.51	159.36
190.63	72.71
24.26	280.1
519.48	676.18
211.98	26.53
151.23	995.09
964.01	730.83
16.87	558.89
376.05	817.5
86.67	481.22
653.28	997.76
532.6	763.21
413.18	380.14
301.12	663.4
647.17	449.14
230.9	252.63
524.86	994.67
508.16	264.45
808.23	674.96
3.74	162.85
662.44	502.49
71.01	717.29
973.28	83.56
382.11	449.21
544.47	464.29
186.97	233.72
38.23	910.01
821.86	869.93
993.89	87.82
750.46	81.08
814.69	497.56
647.6	73.77
860.53	311.53
151.74	536.48
524.2	133.72
810.1	692.6
290.32	311.85
292.91	218.74
455.8	742.52
113.44	587.32
804.1	429.88
98.13	52.75
695.6	255.33
943.45	674.4
879.44	192.8
170.38	218.2
294.1	857
208.56	569.46
928.01	85.17
394.85	625.71
30.97	848.22
789.74	398.89
308.45	480.89
893.32	706.61
542.79	174.3
888.49	682.86
88.8	83.25
538.15	815.99
881.98	368.16
216.63	114.78
176.83	861.84
113.45	723.57
376.28	475.3
631.47	350.91
310.16	809.14
140.25	121.54
372.13	522.41
334.23	284.25
24.24	176.17
654.75	129.34
170.33	339.45
711.93	631.91
833.04	618.89
760.76	867.97
445.25	206.3
784.57	392.55
101.74	32.72
587.47	512.48
432.66	49.05
306.22	145.07
192.66	718.88
262.68	950.37
207.81	844.47
426.19	259.15
883.86	990.41
404.72	278.91
392.33	5.79
612.3	541.8
662.54	687.83
525.6	400.33
791.62	868.75
455.04	194.6
367.21	159.78
429.24	980.83
759.21	228.86
428.54	556.36
898.07	288.78
363.9	354.96
327.87	447.34
286.66	323.19
249.94	981.63
676.69	505.33
585.84	891.02
678.75	142.13
555.06	343.11
12.05	984.19
791.66	785.78
402.89	539.78
618.79	54.51
817.51	297.83
75.07	200.99
575.18	296.75
67.35	552.02
723.13	726.99
665.86	430.91
817.32	162.38
997.95	345.14
835.44	552.35
718.65	988.5
921.98	248.54
191.91	138.09
875.24	904.23
961.15	336.99
728.78	502.8
196.87	180.3
162.2	250.54
495.04	632.1
388.12	905.83
206.92	734.36
391.71	893.25
249.96	141.01
821	114.55
717.53	966.98
388.01	173.52
307.89	527.26
1.65	456.09
883.14	349.46
72.83	646.87
755.25	275.97
764.64	213.38
377.22	52.11
839.58	240.83
57.86	661.46
436.6	112.56
192.33	93.87
294.91	307.96
174.73	666.57
215.97	365.42
386.07	181.5
561.24	237.97
834.84	670.12
716.22	581.07
52.12	974.93
51.13	545.08
182.2	104.87
189.14	686.12
509.78	462.42
947.77	75.79
477.66	19.93
851.93	518.85
690.29	935.66
583.22	215.03
253.23	30.53
615.56	820.28
100.07	615.07
453.88	514.57
176.6	965.62
609.33	778.06
371.39	16.46
155.92	381.98
798.19	773.63
975.66	445.84
712.3	633.24
685.11	620.45
772.95	762.59
52.56	760.58
689.71	472.37
428.64	588.51
743.45	163.6
505.02	314.04
115.56	526.05
269.07	774.15
18.66	316.47
883.08	255.99
867.51	653.56
132.22	936.3
805.33	568.18
288.43	426.81
355.04	351.67
453.47	673.09
171.15	375.2
919.47	104.65
390.22	746.58
512.36	750.22
940.94	892.64
415.12	558.36
245.26	588.59
187.59	713.11
357.69	718.18
615.77	582.37
73.56	143.68
577.17	550.86
140.3	893.13
202.41	581.52
355.06	488.87
527.99	780.19
356.47	637.88
798.6	267.76
106.31	55.27
505.77	247.98
151	169.81
44.95	857.98
901.39	548.01
87.08	23.51
804.52	38.1
148.45	988.12
32.53	135.26
464.27	383.29
825.84	226.81
976.87	855.6
157.47	786.55
927.36	669.08
89.89	609.28
812.7	888.16
697.56	695.34
78.68	116.64
388.02	837.41
689.41	747.02
681.38	493.74
783.05	915.45
83.77	426.32
523.55	196.63
978.14	695.94
878.79	539.27
457.85	844.26
754.64	660.23
89.77	33.38
251.62	237.47
732.39	950.54
193.81	216.44
316.66	747.49
572.35	203.64
990.86	718.66
733.4	777.76
306.67	176.45
723.03	440.1
702.11	228.82
658.57	281.4
380.37	324.85
98.68	129.13
346.39	608.05
93.85	165.92
917.32	541.3
723.7	645.17
398.63	267.59
168.15	735.94
497.13	176.7
486.82	373.09
178.53	427.04
177.29	323.12
901.84	363.87
768.38	115.68
545.41	60.33
395.23	842.71
36.79	875.59
284.31	734.81
328.5	883.59
518.16	180.58
94.9	539.56
897.66	264
481.54	370.14
836.05	232.07
787.24	462.09
435.63	126.79
381.05	435.63
626.56	814.04
12.8	187.32
927.15	287.36
246.85	205.93
436.85	104.38
839.26	353.26
200.62	942.76
838.54	457.34
915.31	496.93
454.04	18.65
223.34	518.7
132.04	957.21
233.5	30.85
543.09	960.82
227.58	352.6
517.84	991.69
719.04	5.59
820.58	776.74
763.41	819.67
912.55	232.32
914.23	851.31
4.44	965.74
551.91	127.37
416.6	140.87
957.62	823.6
622.63	470.38
458.73	922.86
780.64	921.81
213.12	245.66
397.44	432.46
523.43	863.33
642.18	181.72
861.77	680.61
